Iteration,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
52,26,1236.6,759.362330529592,260.0111513758868,2510.3,Continuing
53,208,1153.4,860.5268761414176,199.0387052414855,2510.3,Continuing
54,238,1188.5,34.64211593427392,330.5490993166853,2510.3,Continuing
55,181,1801.8,376.3437744728931,290.08782228228256,2510.3,Continuing
56,44,1474.4,1538.7812016695466,144.29044116943476,2510.3,Continuing
57,235,1419.4,1506.1674299452316,132.79524252121752,2510.3,Continuing
58,169,1250.5,549.6923613755843,315.99111167601507,2510.3,Continuing
59,160,1309.1,1443.5250422548406,121.58508788533118,2510.3,Continuing
60,245,1298.8,1391.9697101529125,118.52779618917785,2510.3,Continuing
61,307,1344.0,1385.563666964943,110.37647592943131,2510.3,Continuing
62,131,1391.2,1382.426985198433,108.00763214148625,2510.3,Continuing
63,256,1016.4,3.4610727990428475e-07,332.1213722907975,2510.3,Continuing
64,1,1502.0,0.0,332.5567275795359,2510.3,Continuing
65,194,1233.3,1719.0366118633283,185.0786041670463,2510.3,Continuing
66,91,1136.8,1241.1673410629733,252.3988155773064,2510.3,Continuing
67,8,1683.0,1149.476407585451,228.72757952236748,2510.3,Continuing
68,213,1405.6,1420.6757160884315,189.64635008363362,2510.3,Continuing
69,40,2157.3,1271.0858086226901,211.97723468572985,2510.3,Continuing
70,212,2249.6,1705.3466035257118,198.0701529788892,2510.3,Continuing
71,289,1571.2,1859.5893968734933,187.64740404443572,2510.3,Continuing
72,71,2501.1,1780.6699138561733,192.9102577625654,2510.3,Continuing
73,191,2411.5,1888.185603777861,207.29471927710136,2510.3,Continuing
74,99,2411.5,1945.5716599841103,203.45556087331218,2510.3,Continuing
75,31,2487.3,1977.7779263175644,207.03238677058465,2510.3,Continuing
76,206,2331.1,2031.0842729526298,206.2370010190775,2510.3,Continuing
77,292,2372.4,2057.627689435793,203.88722083177697,2510.3,Continuing
78,306,2510.3,2061.0511516582774,204.6657872052297,2510.3,Max Yield Strength reached
