Auto,Heating,Concentration,Batch,Sample,Elastic Modulus_mean,Elastic Modulus_std,Yield Strength_mean,Yield Strength_std,Creep Strain_mean,Creep Strain_std,Plateau Slope_mean,Plateau Slope_std,Densification Slope_mean,Densification Slope_std,Changepoint_mean,Changepoint_std,Average Standard Deviation_mean,Average Standard Deviation_std,Coefficient of Variation_mean,Coefficient of Variation_std,Index,Date,Coefficient of Variation,Heating Block Temperature,Mixed,Rest Time (days),Coupon-to-Bath Wait Time (min),Relative Humidity,Nitrogen (Side from drop),Nitrogen (After blade),Formatted_Parameters,Report
True,False,10.0,3,1,95.58773206251,26.5521550711158,28.458191106579342,40.19123887556023,,,233.27539610050454,374.9246154559832,707.3145694066942,518.7275586716872,0.7257709081425072,0.045516799652703895,53.797772229227874,0.0,0.0369151626276435,0.0,1,2024-02-12,0.0369151626276435,25,True,4,0.0,64,0,0,Index: 1; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 4; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 64; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID**: 1
- **Synthesis Method**: Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer**: Polysulfone at 10.0% concentration
- **Solvent**: PolarClean

## Procedure
1. The polymer solution was automatically mixed by the robotic system at room temperature (25??C) without heating.
2. The mixed solution was allowed to rest in a sample vial for 4 days before processing.
3. The solution was automatically drop-cast onto the substrate and then blade-cast.
4. The cast film was immediately immersed in the NIPS bath (0.0 min wait time).
5. The entire process was conducted at 64% relative humidity.
6. No nitrogen flow was applied either during the drop-casting or after blade-casting phases.

This experiment represents a baseline automated membrane synthesis without thermal assistance or humidity control measures."
True,False,10.0,4,1,24.71538796928362,16.843144908824733,9.369946746559348,10.441577716553445,,,321.25124684183106,427.3687939667448,2210.7380583142576,1100.3661913511582,0.6707380147343338,0.11625344113673614,47.62788869411642,0.0,0.1562725159213004,0.0,5,2024-02-23,0.1562725159213004,25,True,1,0.0,61,0,0,Index: 5; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 61; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details
- **Experiment ID:** 5
- **Synthesis Method:** Automated NIPS (Non-solvent-Induced Phase Separation)

## Materials and Preparation
- Polymer: Polysulfone (10.0% concentration)
- Solvent: PolarClean
- Solution preparation: Automatically mixed by robotic system at room temperature (25??C, no heating)
- Solution aging: Rested for 1 day in sample vial after mixing

## Casting Procedure
- Casting method: Automated blade casting
- Environmental conditions: 61% relative humidity
- Coupon-to-bath wait time: 0 minutes (immediate immersion)
- Nitrogen treatment: None applied (neither during drop casting nor after blade casting)

## Notes
The membrane was synthesized using fully automated procedures with no manual intervention during the mixing or casting steps. The polymer solution was transferred to the NIPS bath immediately after blade casting without any atmospheric exposure time."
True,False,10.0,5,1,51.16844398555743,25.54090803771766,20.33287424583531,5.869293733480704,,,77.36786753696909,28.153832620163183,1697.85743703301,319.3686601479916,0.8346111824937772,0.1823880117475448,52.56128457088267,0.0,0.2172468147816184,0.0,9,2024-02-23,0.2172468147816184,25,True,0,0.0,61,0,0,Index: 9; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 61; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID**: 9
- **Synthesis Method**: Automated robotic system
- **Polymer Solution**: 10.0% polysulfone in PolarClean solvent
- **Solution Preparation**: Automatically mixed by robot at room temperature (25??C, no heating)
- **Processing Conditions**:
  - No solution rest time (used immediately after mixing)
  - No wait time between blade casting and NIPS bath immersion
  - Ambient relative humidity: 61%
  - No nitrogen flow applied during any stage of the process

## Methodology
The membrane was synthesized using non-solvent-induced phase separation (NIPS) technique. The polysulfone solution was automatically prepared by the robotic system without heating and immediately blade-cast onto the substrate. The cast film was directly immersed into the NIPS bath without any waiting period or nitrogen treatment, allowing the phase separation to occur under ambient humidity conditions (61% RH)."
True,False,10.0,6,1,35.102261317001975,20.823965707871736,17.952590247100957,5.638945499197156,,,79.80620041389196,35.85689763597132,1819.501579385269,256.3894288445897,0.9141388826098992,0.17764008515829544,58.42112637002608,0.0,0.1910785328732259,0.0,11,2024-02-28,0.1910785328732259,25,True,1,0.0,77,0,0,Index: 11; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 77; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters (Index: 11)
A polysulfone membrane was synthesized using non-solvent-induced phase separation (NIPS) with the following conditions:

- **Polymer Solution**: 10.0% polysulfone in PolarClean solvent
- **Processing Method**: Fully automated synthesis using robotic system
- **Solution Preparation**: 
  - Automated mixing without heating (ambient temperature of 25??C)
  - Solution rested for 1 day after mixing before casting
- **Casting Conditions**:
  - No wait time between blade casting and NIPS bath immersion (0.0 min)
  - High ambient relative humidity (77%)
  - No nitrogen flow applied at any stage of the process

The experiment was conducted without temperature elevation or humidity control measures, allowing for evaluation of membrane formation under standard automated conditions with immediate phase inversion."
True,False,10.0,6,2,39.58562154046682,39.763990740849046,20.8157206498308,15.489025701825437,,,171.01177514175603,155.9001041097071,1926.0093689123453,868.5636186129187,0.9056396305288293,0.2167497833678121,45.6055490508594,0.0,0.2706248071614617,0.0,12,2024-02-29,0.2706248071614617,25,True,2,0.0,56,0,0,Index: 12; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 2; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 56; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID**: 12
- **Synthesis Method**: Automated robotic system
- **Polymer Solution**: 10.0% polysulfone in PolarClean solvent
- **Solution Preparation**: 
  - Automatically mixed by robotic system
  - No heating applied (ambient temperature of 25??C)
  - Solution rested for 2 days in sample vial before casting

## Casting Conditions
- **Environmental Conditions**: 56% relative humidity
- **Casting Process**:
  - Automated blade casting
  - Immediate immersion in non-solvent bath (0.0 min wait time)
  - No nitrogen flow applied during any stage of the process

## Notes
The membrane was synthesized using non-solvent-induced phase separation (NIPS) with fully automated solution preparation and casting. The polymer solution was prepared at room temperature and allowed to equilibrate for 48 hours before membrane formation."
True,False,10.0,6,3,48.22854697312115,29.08085981480501,5.892106147426683,2.198329321261429,,,41.40361065490252,18.76207260939693,1089.7911149345694,143.14231649938566,0.8205391835091218,0.2126815895064763,54.43953434549597,0.0,0.2623957178880957,0.0,13,2024-03-01,0.2623957178880957,25,True,3,0.0,55,0,0,Index: 13; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 3; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 55; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Details (Index: 13)

A polysulfone membrane was synthesized using non-solvent-induced phase separation (NIPS) via an automated robotic system. The polymer solution (10% w/w polysulfone in PolarClean solvent) was prepared using the automated mixing function without heating (ambient temperature of 25??C). After preparation, the solution was allowed to rest for 3 days in a sample vial to ensure complete dissolution and homogeneity.

The membrane casting was performed at 55% relative humidity. The polymer solution was automatically drop-cast onto the substrate and then blade-cast to form a uniform film. No nitrogen gas flow was applied either during the drop-casting or after blade-casting processes. Immediately following blade-casting (0 minutes wait time), the cast film was immersed in the non-solvent bath to initiate phase separation and membrane formation.

This experiment represents one condition in a systematic study of processing parameters affecting membrane morphology and performance in an automated NIPS system."
True,False,10.0,11,1,28.085883195904362,4.173773558350792,2.2239191099293145,0.2406576099695616,,,19.51227906169096,1.0172530368367874,1429.385524972051,59.04761880255258,0.8054172854183598,0.02843050488406974,59.79727725688352,0.0,0.0310805336353034,0.0,20,2024-05-29,0.0310805336353034,25,True,1,0.0,58,0,0,Index: 20; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 58; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment #20

A polysulfone membrane was synthesized using non-solvent-induced phase separation (NIPS) via an automated robotic system. The polymer solution (10% w/w polysulfone in PolarClean solvent) was prepared by the robotic system at room temperature (25??C) without additional heating. After preparation, the solution was allowed to rest for 1 day in a sample vial before processing.

The membrane was cast using the automated system under ambient conditions (58% relative humidity). Following blade casting, the sample was immediately immersed in the NIPS bath (0 minute wait time). No nitrogen flow was applied either during the drop-casting stage or after blade casting.

This experiment represents one condition in a systematic study of membrane synthesis parameters using the automated NIPS platform."
True,False,10.0,13,1,106.8193434000782,,14.184019598673794,,,,57.60742311262184,,1416.7022964414057,,1.0362101555227878,,51.49198512331223,,0.1645783323593014,,24,2024-07-24,0.1645783323593014,25,True,1,0.0,80,1,0,Index: 24; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 80; Nitrogen (Side from drop): 1; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Methodology
Polysulfone membranes were synthesized via non-solvent-induced phase separation (NIPS) using an automated robotic system. The polymer solution (10% w/w polysulfone in PolarClean solvent) was prepared at room temperature (25??C) without additional heating. The solution was automatically mixed by the robotic system and allowed to rest for 1 day in a sample vial before processing.

## Procedure
The polymer solution was drop-cast onto the substrate coupon with continuous dry nitrogen flow applied from the side to minimize humidity effects. After blade casting, the sample was immediately transferred to the NIPS bath (0 minute wait time) without nitrogen flow during this transfer stage. The experiment was conducted at 80% relative humidity.

## Parameters
- Experiment ID: 24
- Process: Fully automated
- Polymer concentration: 10.0% w/w
- Solution preparation: Robot-mixed at ambient temperature
- Rest period: 1 day
- Coupon-to-bath transfer time: Immediate (0.0 min)
- Environmental conditions: 80% RH
- Humidity control: Nitrogen flow during drop-casting only"
True,False,10.0,14,1,74.82276309333224,43.453009186812594,30.65535711799748,20.467757938765764,,,84.51000741787138,14.73313363816283,1467.591063574732,60.366148668233905,0.7183369617785612,0.19345570780057536,52.277640467682815,0.0,0.2097304584833973,0.0,27,2024-07-26,0.2097304584833973,25,True,1,0.0,54,1,0,Index: 27; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: True; Rest Time (days): 1; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 54; Nitrogen (Side from drop): 1; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Methodology
Polysulfone membranes were synthesized using non-solvent-induced phase separation (NIPS) with an automated robotic system. The polymer solution (10% w/w polysulfone in PolarClean solvent) was prepared at room temperature (25??C) without additional heating. The solution was automatically mixed by the robotic system and allowed to rest for 1 day in a sample vial before processing.

## Procedure
1. The polymer solution was drop-cast onto the substrate coupon
2. Dry nitrogen was applied from the side during the drop-casting process to minimize humidity effects
3. The solution was blade-cast to form a uniform film
4. The cast film was immediately immersed in the NIPS bath (0 minute wait time)
5. No nitrogen flow was applied after blade-casting

## Conditions
- Experiment ID: 27
- Ambient relative humidity: 54%
- Process: Fully automated
- Temperature: Room temperature (25??C)

This experiment represents part of a systematic investigation into controlling membrane morphology through precise manipulation of processing parameters in an automated NIPS system."
True,False,10.0,21,1,56.88500845389184,18.46788501861061,32.642526613272786,6.886119909525303,0.016055180265596426,0.003176524799117844,81.95724569887815,38.34013292649751,1857.5639341743977,223.8848128368922,0.776837361554923,0.1736920843501259,59.78775024418383,0.0,0.1974618525899356,0.0,43,2024-09-13,0.1974618525899356,25,False,0,0.0,76,0,0,Index: 43; Auto: True; Heating: False; Concentration: 10.0; Heating Block Temperature: 25; Mixed: False; Rest Time (days): 0; Coupon-to-Bath Wait Time (min): 0.0; Relative Humidity: 76; Nitrogen (Side from drop): 0; Nitrogen (After blade): 0,"# Experimental Report: Automated Membrane Synthesis via NIPS

## Experiment Parameters
- **Experiment ID**: 43
- **Synthesis Method**: Automated NIPS (Non-solvent-Induced Phase Separation)
- **Polymer**: Polysulfone at 10.0% concentration
- **Solvent**: PolarClean
- **Environmental Conditions**: 76% relative humidity

## Procedure
The membrane was synthesized using an automated robotic system. A premixed polysulfone solution (10.0% concentration in PolarClean) was used without additional heating or mixing by the robot. The solution was used immediately after preparation (0 days rest time) for blade casting. Following blade casting, the sample was immediately immersed in the NIPS bath (0.0 minutes wait time). No nitrogen flow was applied either during drop casting or after blade casting.

## Notes
The synthesis was conducted at ambient temperature (25??C) under relatively high humidity conditions (76% RH), which may influence the membrane morphology and performance characteristics."
