Auto,Heating,Concentration,Batch,Sample,Elastic Modulus_mean,Elastic Modulus_std,Yield Strength_mean,Yield Strength_std,Creep Strain_mean,Creep Strain_std,Plateau Slope_mean,Plateau Slope_std,Densification Slope_mean,Densification Slope_std,Changepoint_mean,Changepoint_std,Average Standard Deviation_mean,Average Standard Deviation_std,Coefficient of Variation_mean,Coefficient of Variation_std,Mixing Height and Lift Adjusted,Heated Container,Heated Block,Heating Block Temperature,Mixed,Rest Time (days),Coupon-to-Bath Wait Time (min),Cast Position Adjusted,Lifting Delay,Date,Relative Humidity,Nitrogen (Side from drop),Nitrogen (After blade),Coefficient of Variation
True,False,16.0,11,1,162.77817832797786,3.3689341742344587,13.547134742673355,0.2874120319091755,,,60.63448254079384,0.5315647114292942,1001.4183218468746,33.86150881759012,0.5831064499056922,0.011692466225096296,49.90479770430544,0.0,0.0117603400510763,0.0,1,0,0,25,True,1,0.0,1,1,2024-05-30,49,0,0,0.0117603400510763
False,False,10.0,17,2,71.68894182884907,14.738893120766607,34.48842958846689,15.511729289919074,0.012664469205348925,0.0030844491683792797,70.06136257230354,31.590474679932477,1783.0636221585708,121.58552632790195,0.7843733089061031,0.13708889444379593,57.52979793069111,0.0,0.1504491736484541,0.0,1,0,0,25,False,0,0.0,1,1,2024-09-06,84,0,0,0.1504491736484541
True,False,10.0,32,1,50.104313602035774,,10.9834084117028,,0.0127579737335835,,23.08309180466845,,2047.2767469574435,,0.8154675741254637,,59.465339707175,,0.0,,1,0,0,25,False,0,0.0,1,1,2024-11-14,46,0,0,0.0
False,False,10.0,31,1,66.30151481091211,15.957097703315787,26.9051064704508,30.310885778551274,0.014821185591254634,0.0014385301444581266,538.4864805015328,911.0080905196129,1189.9837395324996,861.6949479494717,1.0417558309785162,0.048250880307542585,62.35404351125038,0.0,0.0202725410106133,0.0,1,0,0,25,False,0,0.0,1,1,2024-11-13,48,0,0,0.0202725410106133
True,False,17.0,20,1,174.66437205644556,5.930793193526404,35.62509506820477,44.362358023156105,0.042402755938184974,0.001349087803217322,199.80632168521907,236.7870508322669,604.2051755833004,582.6998192738779,0.5731876402314616,0.05733599627027886,53.9672426851166,0.0,0.0122635721180823,0.0,1,0,0,25,False,0,0.0,1,1,2024-09-11,68,0,0,0.0122635721180823
True,False,15.0,34,1,140.76871335709305,24.681103898979433,16.90201955130238,9.655240251641644,0.02683291785186668,0.0026471513656084454,93.43946549607851,34.18563995055171,1014.4177032959175,63.69034911308913,0.6787132098617198,0.07418015860182692,54.96002117640876,0.0,0.1378760606306617,0.0,1,0,0,25,True,1,0.0,1,1,2024-11-15,50,0,0,0.1378760606306617
True,False,14.0,14,1,207.09310351510177,12.863644902649401,21.44359956680088,3.1621256433156715,,,165.8072546985551,24.66075186706212,499.18438849870535,366.22208804326783,0.633804528100324,0.2893078449883263,42.64673056891623,0.0,0.2218262515514147,0.0,1,0,0,25,True,1,0.0,1,1,2024-07-26,54,1,0,0.2218262515514147
True,False,10.0,34,1,53.46447392343188,6.942689884226931,10.900464430719945,0.9728040082556959,0.015511366779726433,0.0005632301354706557,45.75062451760986,6.912139913374766,1569.7661855949282,127.17296858897951,0.6798791417963527,0.09297197830882874,61.19147106140587,0.0,0.1109236508774706,0.0,1,0,0,25,True,1,0.0,1,1,2024-11-15,50,0,0,0.1109236508774706
True,False,17.0,5,1,159.30709474405634,5.909893594619682,13.0725945399517,0.35087057084942436,,,71.10918319489892,1.1825955797093692,899.2419022670622,13.073927636101903,0.5940239909546261,0.013233207499657163,48.59661303100573,0.0,0.0172974818979834,0.0,1,0,0,25,False,0,0.0,1,0,2024-02-23,61,0,0,0.0172974818979834
True,False,10.0,3,1,95.58773206251,26.5521550711158,28.458191106579342,40.19123887556023,,,233.27539610050454,374.9246154559832,707.3145694066942,518.7275586716872,0.7257709081425072,0.045516799652703895,53.797772229227874,0.0,0.0369151626276435,0.0,1,0,0,25,True,4,0.0,1,0,2024-02-12,64,0,0,0.0369151626276435
True,False,10.0,33,1,73.67122147772203,15.512532697662776,9.651203160690601,1.8787671488328581,0.0137231583092547,0.0035683324784486913,19.049305928065348,2.2237866010736647,1768.8152586765616,114.286837302091,0.955023078282772,0.015906739177471544,61.40689803226863,0.0,0.0246575938241138,0.0,1,0,0,25,False,0,0.0,1,1,2024-11-15,50,0,0,0.0246575938241138
True,False,10.0,14,1,74.82276309333224,43.453009186812594,30.65535711799748,20.467757938765764,,,84.51000741787138,14.73313363816283,1467.591063574732,60.366148668233905,0.7183369617785612,0.19345570780057536,52.277640467682815,0.0,0.2097304584833973,0.0,1,0,0,25,True,1,0.0,1,1,2024-07-26,54,1,0,0.2097304584833973
True,False,17.0,34,1,228.4671903908735,9.538178912130372,18.22295727561364,3.6088732109438446,0.04249914051546444,0.002608833810232763,174.93285531844253,33.06261302392813,812.9582742271958,59.89719783949387,0.5309449695862783,0.03706693737320372,50.07096160159485,0.0,0.0746555922426995,0.0,1,0,0,25,False,1,0.0,1,1,2024-11-15,50,0,0,0.0746555922426995
True,False,10.0,21,2,45.87195384392433,12.394417825650315,7.497021708428959,6.140281349876041,0.018885475757849365,0.0036147443893536912,41.27780258833568,16.586251829552502,1465.5814615983925,166.51842476522867,0.6557258541634886,0.05111401029457524,61.657984361425456,0.0,0.08795439984879731,0.0,1,0,0,25,False,0,0.0,1,1,2024-09-13,76,0,0,0.0879543998487973
False,False,15.0,35,1,117.40631603510326,32.21395567183786,67.90110622614404,7.814665105725691,0.04696831183915465,0.02106217838092144,99.04653030424132,112.76784003367734,808.4160311379596,366.9976710966065,0.813168910329926,0.025423619923580706,52.00037042433514,0.0,0.1900406580192828,0.0,1,0,0,25,False,0,0.0,1,1,2024-11-18,50,0,0,0.1900406580192828
True,False,17.0,3,1,179.2410423946837,23.71078197252873,58.30330971037684,66.35736374008198,,,-912.8007727541099,1533.960520901146,541.0927919198687,164.8768891097686,0.6593077572518787,0.026613913591943164,47.94906400440546,0.0,0.0133837168423742,0.0,1,0,0,25,False,4,0.0,1,0,2024-02-12,64,0,0,0.0133837168423742
True,False,10.0,6,2,39.58562154046682,39.763990740849046,20.8157206498308,15.489025701825437,,,171.01177514175603,155.9001041097071,1926.0093689123453,868.5636186129187,0.9056396305288293,0.2167497833678121,45.6055490508594,0.0,0.2706248071614617,0.0,1,0,0,25,True,2,0.0,1,0,2024-02-29,56,0,0,0.2706248071614617
True,False,12.0,14,1,147.00005295683096,11.212938111150384,53.341359107865614,28.130861182984667,,,143.09033060253148,64.59963406104185,922.0533197395669,409.85602341133625,0.6113640477980905,0.19480221893146646,46.72610490126114,0.0,0.1795733249293623,0.0,1,0,0,25,True,1,0.0,1,1,2024-07-26,54,1,0,0.1795733249293623
True,False,17.0,20,2,181.925661105008,11.151734307208322,14.169108219207649,0.4108637147512519,0.04033427364689075,0.003910219252417209,77.84246118414916,2.1415105566323627,837.9484537099935,53.91294739936132,0.538611406431412,0.012415486543112425,53.52766462521817,0.0,0.019918058874793,0.0,1,0,0,25,False,0,0.0,1,1,2024-09-11,68,0,0,0.019918058874793
True,False,15.0,33,1,182.9546167355371,28.1139343788695,57.7328976597988,52.2326699793316,0.04380102716323825,0.021310762519485413,122.39116027168262,3.321934447417671,697.113484599242,401.92236333419083,0.8126425578924406,0.04089846681532182,49.226710978297525,0.0,0.228507911525661,0.0,1,0,0,25,False,0,0.0,1,1,2024-11-15,50,0,0,0.228507911525661
