Name,Auto,Heating,Concentration,Batch,Sample,Trial,Thickness,Elastic Modulus,Yield Strength,Creep Strain,Plateau Slope,Densification Slope,Changepoint,Fit
Auto_heating_12_8_1_1,True,True,11.63,8,1,1,100.0,63.37943407088323,8.128708220493838,,31.894739929429942,1374.1307963562674,0.9650316288864228,True
Auto_heating_12_8_1_3,True,True,11.63,8,1,3,110.0,68.72744971368179,26.20237093915811,,58.12967446912878,1505.1676036138945,0.6200713846463529,True
Auto_heating_12_8_1_4,True,True,11.63,8,1,4,116.0,60.79066435597131,23.624231515198822,,55.936158132270606,1539.5338377186972,0.5910028426187779,True
Auto_heating_17_8_1_1,True,True,17.0,8,1,1,103.0,163.64191767695144,13.761881160077436,,71.06097335,872.1424478,0.5877534699298873,True
Auto_heating_17_8_1_2,True,True,17.0,8,1,2,104.0,168.5379645333663,13.69639660676468,,72.29335650037291,898.7780306840737,0.5921466272962752,True
Auto_heating_17_8_1_3,True,True,17.0,8,1,3,107.0,175.72237755673893,14.517170371682212,,74.75015164,873.8736723725998,0.5896272816011288,True
Auto_heating_17_8_1_4,True,True,17.0,8,1,4,109.0,180.39065887803568,14.773225020773754,,75.73108826414708,933.6246825326352,0.5928826213699848,True
Auto_heating_13_9_1_1,True,True,13.0,9,1,1,112.0,67.23160851683079,8.731278180200274,,20.56296859453165,1527.9631884733458,0.9122316783172352,True
Auto_heating_13_9_1_2,True,True,13.0,9,1,2,121.0,70.99403785970269,14.792219161243088,,19.521526716744383,1589.3892608648998,0.8112102935869936,True
Auto_heating_13_9_1_3,True,True,13.0,9,1,3,125.0,53.784658406617474,23.77709039116204,,12.507495026542326,1534.2077114476317,0.7294806339507705,True
Auto_heating_13_9_1_4,True,True,13.0,9,1,4,137.0,69.93847153384932,18.06914270910718,,35.87258701795356,1470.8062710177985,0.673220905,True
Auto_heating_17_10_1_2,True,True,17.0,10,1,2,123.8504,271.2847107246107,17.05616111751187,,241.4714476977665,471.7887130658446,0.5531604791816099,False
Auto_heating_17_10_1_3,True,True,17.0,10,1,3,126.1618,300.08693241018767,17.060942742162066,,256.0274439479886,721.6997733940633,0.456117028,False
Auto_heating_17_10_1_4,True,True,17.0,10,1,4,126.365,279.97080044979646,22.48958754410232,,251.0905135151228,853.2052337152461,0.4216076910296407,False
Auto_heating_17_10_1_5,True,True,17.0,10,1,5,118.9228,248.85795118850527,19.48890743457197,,215.4508099337238,771.7968451862748,0.6953321958251056,False
Auto_heating_17_10_1_7,True,True,17.0,10,1,7,124.07899999999998,253.26577304346807,47.215762426752114,,145.01334132900027,720.6503088819439,0.4214346615061151,False
Auto_Noheating_10_11_1_1,True,False,10.0,11,1,1,97.6884,23.98587074515534,1.979722013841945,,20.975159596122435,1403.3464507765125,0.7886806502293503,True
Auto_Noheating_10_11_1_2,True,False,10.0,11,1,2,94.1832,26.973052946217045,2.0788726302948897,,19.377442829406743,1434.7375147825803,0.789092309,True
Auto_Noheating_10_11_1_3,True,False,10.0,11,1,3,97.6884,33.903674921717844,2.511606122489337,,19.02764492731994,1508.791390281743,0.7961437709120859,True
Auto_Noheating_10_11_1_4,True,False,10.0,11,1,4,94.2848,27.480934170527217,2.325475673091086,,18.64808998896985,1370.6667440473675,0.8477428519449706,True
Auto_Noheating_12_11_1_1,True,False,12.0,11,1,1,106.7816,43.46475514136036,2.644784765245441,,28.78600090910568,1383.9754126503246,0.6904124734491159,True
Auto_Noheating_12_11_1_3,True,False,12.0,11,1,3,100.8634,41.28327740792854,3.022057149760493,,27.33885093807872,1279.0733023937212,0.739523177,True
Auto_Noheating_12_11_1_4,True,False,12.0,11,1,4,100.965,43.46068856,2.834742542256346,,28.263864769070217,1235.1043917085915,0.7423113022836457,True
Auto_Noheating_14_11_1_1,True,False,14.0,11,1,1,105.3592,87.71906421770035,8.363901762,,44.13710376,991.1629721124312,0.6450972871458248,True
Auto_Noheating_14_11_1_2,True,False,14.0,11,1,2,108.3056,84.19462258,8.282992766023881,,42.051710652934425,988.711295,0.6510863773974379,True
Auto_Noheating_14_11_1_3,True,False,14.0,11,1,3,112.0394,85.20912304,8.109103856,,43.36125641358339,962.9721124557236,0.6568397554324766,True
Auto_Noheating_14_11_1_4,True,False,14.0,11,1,4,110.1598,96.78388043494655,9.245949301013404,,45.44235069746232,961.3516329733284,0.6523351395778307,True
Auto_Noheating_16_11_1_1,True,False,16.0,11,1,1,109.52479999999998,158.3414244500543,13.63776965038194,,60.10005921547322,956.8650883,0.5697037979175846,True
Auto_Noheating_16_11_1_2,True,False,16.0,11,1,2,111.15039999999998,162.36080884634376,13.22932086297964,,61.24767284413725,1016.2808616614586,0.5769592334230206,True
Auto_Noheating_16_11_1_3,True,False,16.0,11,1,3,112.141,164.1077625914506,13.423246296026846,,60.79698181801631,1045.9322487874413,0.5928419659956259,True
Auto_Noheating_16_11_1_4,True,False,16.0,11,1,4,113.8936,166.3027174240627,13.898202161304994,,60.29263387185574,996.3494653885672,0.5937822919786327,True
Auto_Noheating_10_13_1_1,True,False,10.0,13,1,1,109.2962,106.8193434000782,14.184019598673794,,57.60742311262184,1416.7022964414057,1.0362101555227878,True
Auto_Noheating_12_13_1_1,True,False,12.0,13,1,1,119.8118,129.12112384361345,14.841640403153184,,99.44970579288308,1333.7237024186854,1.0044591615446483,True
Auto_Noheating_12_13_1_3,True,False,12.0,13,1,3,112.69979999999998,146.2269583974483,18.75833702169852,,102.1687392579608,1158.104215073589,1.024965938245521,True
Auto_Noheating_12_13_1_4,True,False,12.0,13,1,4,112.141,149.01331509464197,16.07254296584634,,115.87876297620754,793.6717512,0.9849575665250973,True
Auto_Noheating_10_14_1_1,True,False,10.0,14,1,1,112.69979999999998,13.210881095017594,1.4109468818330844,,102.29463016282408,1492.1663698945608,0.969630467,False
Auto_Noheating_10_14_1_2,True,False,10.0,14,1,2,122.6566,75.31594666121028,48.98047195815581,,90.92726020776598,1420.2933065826142,0.764911452,True
Auto_Noheating_10_14_1_3,True,False,10.0,14,1,3,125.8316,105.87054851035045,37.86521554346152,,73.06342091,1416.370193485628,0.6054241538152364,True
Auto_Noheating_10_14_1_4,True,False,10.0,14,1,4,120.904,104.89367610675068,34.364794088539504,,71.75471838848067,1541.534384336125,0.5333817738832246,True
Auto_Noheating_12_14_1_1,True,False,12.0,14,1,1,111.7092,151.45214963436698,17.64054426212946,,122.62509881570072,877.7340475,0.8841593988044716,False
Auto_Noheating_12_14_1_2,True,False,12.0,14,1,2,117.9576,148.60498231478118,86.01186724695756,,123.1396560949313,455.8645612,0.6158432103137577,True
Auto_Noheating_12_14_1_4,True,False,12.0,14,1,4,121.43739999999998,156.94168253633885,51.14609532797445,,89.52240592960665,1455.1026721437672,0.4947014258450476,True
Auto_Noheating_12_14_1_5,True,False,12.0,14,1,5,120.8024,131.00139734183685,58.56692959,,237.0741615698872,899.5119981701752,0.4507521562290851,False
Auto_Noheating_14_14_1_1,True,False,14.0,14,1,1,119.6848,192.85919656585244,20.60745264975505,,139.25947030098365,891.6847498058943,0.9678581224786458,True
Auto_Noheating_14_14_1_3,True,False,14.0,14,1,3,126.1618,210.5330636661614,18.783575831609696,,188.00101462807845,166.6396094522706,0.4690528647494622,False
Auto_Noheating_14_14_1_4,True,False,14.0,14,1,4,124.3076,217.88705031329147,24.939770219037893,,170.1612791666032,439.22880623795095,0.4645025970728638,False
Auto_Noheating_16_14_1_3,True,False,16.0,14,1,3,113.00459999999998,232.24998849692724,21.84263101040219,,176.75993506688687,865.9610671116598,0.7951125838256637,True
Auto_Noheating_16_14_1_4,True,False,16.0,14,1,4,108.6358,208.7708149,17.630113437150516,,180.02475410651962,848.7082633,0.7495843902630854,True
Auto_Noheating_17_15_1_1,True,False,17.0,15,1,1,116.5098,250.00244216021304,21.54245770666582,0.047961631,218.6822835221756,866.3828098,0.4621399749803947,False
Auto_Noheating_17_15_2_4,True,False,17.0,15,2,4,123.8504,242.41091008794928,21.97646801568376,0.076086957,180.2769565310334,461.2758098362908,0.7777088491498731,False
Manual_Noheating_17_16_1_1,False,False,17.0,16,1,1,125.5014,238.58495982186352,16.003710932412062,0.042703906,141.48210890153118,883.8900918398128,0.5015809243572323,True
Manual_Noheating_17_16_1_2,False,False,17.0,16,1,2,124.07899999999998,255.9610483341924,16.88215022377839,0.039713408,144.72882891892445,916.3691453059888,0.496704474,False
Manual_Noheating_17_16_1_3,False,False,17.0,16,1,3,119.253,237.96229003000053,16.43433015689097,0.040468584,137.83404039419517,790.3628345704395,0.4989427155013156,False
Manual_Noheating_17_16_1_4,False,False,17.0,16,1,4,119.4816,238.34317412532803,17.704983636824316,0.043154762,131.71431291821386,774.6448436631078,0.5640671364808125,False
Manual_Noheating_17_16_2_1,False,False,17.0,16,2,1,125.17119999999998,255.04220735663355,17.73091273457156,0.044642857,146.8933215643115,863.0449914318802,0.5162975229135238,True
Manual_Noheating_17_16_2_4,False,False,17.0,16,2,4,114.7572,212.4065374549,15.181362351296752,0.054448871,129.5863648681478,728.6738214692618,0.517761428,False
Manual_Noheating_10_17_1_1,False,False,10.0,17,1,1,132.7404,82.43100616038757,34.78241819254439,0.01224646,9.819800808105324,1635.1661910337214,0.593893657,True
Manual_Noheating_10_17_1_2,False,False,10.0,17,1,2,133.8326,83.03232703335205,39.85674764294497,0.010628203,1.6482455743128064,1879.814185873992,0.6572934179311241,True
Manual_Noheating_10_17_1_3,False,False,10.0,17,1,3,130.65759999999997,79.75923406397378,39.70999473229179,0.016912908,-9.579995306,1375.3670188684168,0.7907572801450611,True
Manual_Noheating_10_17_2_1,False,False,10.0,17,2,1,125.5014,74.18442731541175,40.13753847836537,0.014774337,45.72463137331672,1735.3901846317278,0.6266151924176264,True
Manual_Noheating_10_17_2_2,False,False,10.0,17,2,2,123.74879999999996,65.62799080784873,43.11592677341371,0.014162562,99.91892813,1661.3093718777618,0.7199832770618225,False
Manual_Noheating_10_17_2_3,False,False,10.0,17,2,3,122.42799999999998,56.11676082582832,43.374863011542594,0.008091286,94.64032869978298,1787.4674547552518,0.8588995,False
Manual_Noheating_10_17_2_4,False,False,10.0,17,2,4,121.1326,90.82658836630746,11.325390090545907,0.013629692,40.01811729178134,1948.0874773695416,0.9320123537219088,True
Auto_Noheating_17_18_1_2,True,False,17.0,18,1,2,109.728,184.99563638102904,14.86882073892584,0.039814815,77.54334848,805.2611772957241,0.5440834751420265,True
Auto_Noheating_17_18_1_4,True,False,17.0,18,1,4,106.6546,192.1183094,14.740968445791868,0.040009526,83.15957151270133,811.8495237883175,0.5310994048115549,True
Auto_Noheating_17_18_2_1,True,False,17.0,18,2,1,118.9228,166.12396680320865,12.980813463469868,0.037804357,73.68376993379013,975.7263145630998,0.5650140304705992,True
Auto_Noheating_17_18_2_2,True,False,17.0,18,2,2,126.6952,164.21879229267978,12.22017605152951,0.041499599,77.98414485069847,922.1343040637688,0.5603045253198001,True
Auto_Noheating_17_18_2_3,True,False,17.0,18,2,3,119.0498,178.4533227901871,13.565656150758349,0.039470877,76.66583643629106,932.3053714178228,0.5495262394585512,True
Auto_Noheating_17_18_2_4,True,False,17.0,18,2,4,119.1514,175.22269308776063,13.350252700237196,0.040289917,77.79294075835979,946.4910458,0.5465006588811404,True
Auto_Noheating_17_19_2_1,True,False,17.0,19,2,1,128.016,224.30392707686624,91.02421048760932,0.059920635,1119.5417326203235,-157.1472672,0.4501218370157546,False
Auto_Noheating_17_19_2_2,True,False,17.0,19,2,2,125.3998,261.52625747422684,15.559405354429408,0.061170751,241.7546154789397,898.7500523,0.4575035188233006,False
Auto_Noheating_17_20_1_1,True,False,17.0,20,1,1,122.6566,169.27895295577736,13.006783745036856,0.043694347,82.59160591220954,926.4090034264956,0.5452674418556716,True
Auto_Noheating_17_20_1_3,True,False,17.0,20,1,3,112.47119999999998,175.76483756376788,13.540185940207476,0.041779584,81.15483237,863.3763845501086,0.5480546429562275,True
Auto_Noheating_17_20_1_4,True,False,17.0,20,1,4,111.379,182.55701175698155,13.786569231156458,0.043329532,80.49437848012204,896.0267769345431,0.5403689619554044,True
Auto_Noheating_17_20_2_1,True,False,17.0,20,2,1,114.7572,167.23954601774727,13.577835382833385,0.039176627,77.30581789848807,821.9652359948662,0.5445791274866277,True
Auto_Noheating_17_20_2_2,True,False,17.0,20,2,2,111.379,180.6337508378715,14.38516638,0.042417332,75.40592590073601,817.6921469392462,0.5381283781224461,True
Auto_Noheating_17_20_2_3,True,False,17.0,20,2,3,108.8644,186.16741621378264,14.49769295445019,0.044330378,78.08132918824343,916.8850923601336,0.5502138322786139,True
Auto_Noheating_17_20_2_4,True,False,17.0,20,2,4,108.3056,193.66193135063057,14.21573815704422,0.035412758,80.57677174912915,795.2513395,0.5215242878379607,True
Auto_Noheating_10_21_1_1,True,False,10.0,21,1,1,134.493,71.90459257800656,34.834741553495405,0.019641171,92.52974188920112,1806.313276825324,0.5886371163854146,False
Auto_Noheating_10_21_1_2,True,False,10.0,21,1,2,130.8608,71.00075401117103,40.45528963306148,0.017468944,122.30677021553451,1975.395826719845,0.685882807,False
Auto_Noheating_10_21_1_3,True,False,10.0,21,1,3,125.603,51.64237534131527,24.00953644,0.014762386,30.290229568001948,1567.7136616834946,0.8537607271572647,True
Auto_Noheating_10_21_1_4,True,False,10.0,21,1,4,123.41859999999998,32.99231189,31.27053883058225,0.01234822,82.70224112277505,2078.759536823964,0.979022735,False
Auto_Noheating_10_21_2_1,True,False,10.0,21,2,1,114.554,47.29076794732536,14.35321012023071,0.015299335,39.06690572983252,1593.4637393862636,0.600834446,True
Auto_Noheating_10_21_2_2,True,False,10.0,21,2,2,121.7676,57.49590878892978,5.633397189687946,0.02252816,58.85861751014606,1525.9905460944149,0.6643874679000353,True
Auto_Noheating_10_21_2_4,True,False,10.0,21,2,4,110.617,32.82918479551785,2.5044578153682204,0.018828932,25.907884525028454,1277.290099314499,0.7019556483992675,True
Auto_Noheating_17_22_1_4,True,False,17.0,22,1,4,117.1702,231.07458974395303,21.06843570409208,0.029048342,148.49201062017949,899.3023429350545,0.787545848,True
Auto_Noheating_12_23_1_1,True,False,12.0,23,1,1,105.8926,50.04906358225973,5.6782080557103605,0.021587911,35.01725602401887,1102.021527,0.677629272,True
Auto_Noheating_12_23_1_2,True,False,12.0,23,1,2,105.6894,51.07023458008399,5.514527133367761,0.021629416,34.64651397988766,1089.4922531638074,0.6630399881525266,True
Auto_Noheating_12_23_1_3,True,False,12.0,23,1,3,113.8936,36.58915712,6.545749995507565,0.022078501,48.62192120855105,1337.7621072739585,0.6737325966235246,False
Auto_Noheating_12_23_1_4,True,False,12.0,23,1,4,118.7196,56.24378497092424,11.57430328559981,0.024818143,57.61302704790469,1049.7214962801772,0.749504677,True
Auto_Noheating_12_23_1_5,True,False,12.0,23,1,5,99.2124,63.57768789260907,11.962745425714177,0.018689196,54.40293541841017,1367.8297726391236,0.75361132,True
Auto_Noheating_12_23_2_1,True,False,12.0,23,2,1,114.7572,51.12728273598383,5.799482145675368,0.02478973,34.431727330017324,1146.4841740872057,0.6889573788452056,True
Auto_Noheating_12_23_2_2,True,False,12.0,23,2,2,112.2426,52.46366599238759,5.931929642879949,0.024213623,32.59789711699106,1137.3208784085407,0.6893391663780277,True
Auto_Noheating_12_23_2_3,True,False,12.0,23,2,3,116.3066,45.69446164887946,4.585179169285524,0.029264031,39.46025983718685,1199.1111523725524,0.6628392523552981,True
Auto_Noheating_12_23_2_4,True,False,12.0,23,2,4,119.4816,11.646568794370593,1.0934746999958769,0.03210034,32.74843024234711,844.9922617491642,0.6625089407290932,False
Auto_Noheating_12_23_2_5,True,False,12.0,23,2,5,91.9988,49.69181628488175,9.158835071,0.025952512,55.77566579466525,1243.6166212416515,0.6627010836948398,True
Auto_Heating_12_24_1_1,True,True,12.0,24,1,1,117.3988,57.03278909757542,6.136761894379172,0.022501082,33.63717422132637,1096.9866623247049,0.6794130098785626,True
Auto_Heating_12_24_1_2,True,True,12.0,24,1,2,113.792,58.55733124175076,6.205473229611725,0.014508929,34.133303871142736,1080.2776492885955,0.6680921925856455,True
Auto_Heating_12_24_1_3,True,True,12.0,24,1,3,109.6264,57.80028866351864,6.173281611274912,0.019925857,35.89326066022427,1074.4766214302422,0.6568823628702766,True
Auto_Heating_12_24_1_4,True,True,12.0,24,1,4,121.7676,47.01819191594064,6.153283813727544,0.019816437,50.26571859167373,1192.4009654644376,0.654850998,True
Auto_Noheating_17_26_1_1,True,False,17.0,26,1,1,118.491,202.53119852865893,19.41872220971829,0.03965702,104.6163840673878,933.4146984745724,0.4765541097036002,True
Auto_Noheating_17_26_1_2,True,False,17.0,26,1,2,113.00459999999998,197.58827844833743,14.08611996490604,0.037986064,110.46434623851006,892.6671011356271,0.5260081882655084,False
Auto_Noheating_17_26_1_3,True,False,17.0,26,1,3,109.3978,207.32844590384184,14.991682470481209,0.039006269,94.28165682075188,840.6206833386902,0.5469843161520743,True
Auto_Noheating_17_26_1_4,True,False,17.0,26,1,4,112.0394,183.9138620405971,13.780768794677446,0.036046248,90.08115194142049,835.8585215671959,0.5255546543488049,True
Auto_Noheating_17_26_2_1,True,False,17.0,26,2,1,117.9576,166.3024086,14.62493023836349,0.037898363,70.01956085246415,1063.485745387167,0.5855172563375273,True
Auto_Noheating_17_26_2_2,True,False,17.0,26,2,2,112.69979999999998,170.3652679607015,14.840807467541556,0.06693712,78.82625289795324,864.0292777651794,0.5686567175403798,True
Auto_Noheating_17_27_1_2,True,False,17.0,27,1,2,115.9764,185.70137504499635,14.776246364240237,0.0387647831800261,74.13758061,852.9569938809227,0.5463970279923277,True
Auto_Noheating_17_27_1_3,True,False,17.0,27,1,3,114.65559999999998,181.0771007,14.322994324128134,0.038989809,71.92185801776093,876.5559761780542,0.558346784,True
Auto_Noheating_17_27_1_4,True,False,17.0,27,1,4,120.2436,160.71738914250113,12.864730493495166,0.040980144,69.66810711432271,846.0730822064492,0.566336922,True
Auto_Noheating_17_28_1_1,True,False,17.0,28,1,1,134.59459999999999,288.4851720730942,21.49330185788186,0.07227778826193632,51.20695144636171,1041.9442271677194,0.5586570423089784,False
Auto_Noheating_17_28_1_2,True,False,17.0,28,1,2,139.6238,233.8771965293189,23.95296215346059,0.06112424959068585,51.14567753964983,1054.35171975425,0.5604201710415476,True
Auto_Noheating_17_28_1_3,True,False,17.0,28,1,3,132.61339999999998,303.6984768676264,21.84400421153188,0.06531315839877416,52.527104033156846,1033.8571322822904,0.5609201754233196,False
Auto_Noheating_17_28_1_4,True,False,17.0,28,1,4,132.41019999999997,317.7853590354547,22.902609784578612,0.06618070209092641,51.012273221045255,1024.7589832417916,0.5635450532979746,True
Auto_Noheating_17_28_1_34up,True,False,17.0,28,1,34up,136.2456,337.90784635067104,25.599611070449882,0.06431767337807615,50.20988635764835,1070.0966721631867,0.5576405429023077,True
Auto_Noheating_17_29_1_1,True,False,17.0,29,1,1,121.5644,202.68419350263204,17.82483255410915,0.03614709569577945,127.99565759105298,913.5819320306139,0.7108058102681099,True
