Iteration,EI Index,Observed EI,Predicted EI,Uncertainty EI,Max Yield Strength in Dataset,Stopping Reason
76,184,1012.8,1751.1596100633446,228.2366953109032,2510.3,Continuing
77,147,1736.3,1659.4128976561074,247.38775374730534,2510.3,Continuing
78,254,1324.3,1607.6105776374202,245.24862532938803,2510.3,Continuing
79,264,1288.4,1583.6727317215555,251.41896455760968,2510.3,Continuing
80,118,1603.3,1540.2656297151207,254.0762705735273,2510.3,Continuing
81,194,1233.3,1553.072240515843,247.90300630243397,2510.3,Continuing
82,201,1586.7,1563.7491909587147,249.06387700520034,2510.3,Continuing
83,207,1019.0,1529.240078866986,251.82594055808062,2510.3,Continuing
84,107,1309.1,1519.6888687552682,254.30458237006758,2510.3,Continuing
85,303,1221.6,1512.5001470917168,250.74493209515717,2510.3,Continuing
86,5,1164.4,1505.1941302969808,253.9452203070898,2510.3,Continuing
87,124,1600.0,1431.934932523643,267.1066953597257,2510.3,Continuing
88,176,1026.6,1487.4863602607884,254.32166878353362,2510.3,Continuing
89,129,1173.8,1489.9223648566776,262.68729640217043,2510.3,Continuing
90,258,1224.7,1467.4967367176846,263.7860013574976,2510.3,Continuing
91,203,1688.1,1440.2409422402761,269.7587916737621,2510.3,Continuing
92,104,1032.1,1455.5660862673913,287.9055576191822,2510.3,Continuing
93,106,2381.6,1477.3075608370345,261.9834923039666,2510.3,Continuing
94,31,2487.3,1513.8088752632912,290.2108367067389,2510.3,Continuing
95,191,2411.5,1547.0899289080353,308.34509074721535,2510.3,Continuing
96,99,2411.5,1589.5515900068106,315.9021316828851,2510.3,Continuing
97,292,2372.4,1626.1210074094492,321.75032753556854,2510.3,Continuing
98,73,2381.6,1660.7074630287193,326.0227969517937,2510.3,Continuing
99,43,1026.6,1692.092236078065,329.73598992749635,2510.3,Continuing
100,233,1088.6,1648.0102733742237,339.63176815544676,2510.3,Continuing
101,210,1580.0,1612.3231149049352,347.1449527044967,2510.3,Continuing
102,306,2510.3,1613.1867759177665,344.4841818463848,2510.3,Max Yield Strength reached
