Iteration,Experiment Index,Observed Elastic Modulus,UCB Score,Mean Prediction,Standard Deviation,Kernel Parameters,Max Modulus in Dataset,Stopping Reason
32,25,39.13465426900338,18.10946322003643,18.10946322003643,109.71024605083431,130**2 * RBF(length_scale=0.841) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
33,11,24.71538796928362,33.39189212430174,33.39189212430174,69.62668331681229,128**2 * RBF(length_scale=0.845) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
34,16,28.085883195904362,21.757755448517607,21.757755448517607,30.619135990225896,127**2 * RBF(length_scale=0.85) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
35,33,72.06868568538891,21.69802526435378,21.69802526435378,36.77240591763952,127**2 * RBF(length_scale=0.838) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
36,26,42.736240369816734,70.85201973708786,70.85201973708786,8.237371505896336,133**2 * RBF(length_scale=0.761) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
37,13,35.102261317001975,12.35366090933364,12.35366090933364,116.89294892121873,131**2 * RBF(length_scale=0.763) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
38,12,51.16844398555743,8.626549144499904,8.626549144499904,111.19477516406637,130**2 * RBF(length_scale=0.764) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
39,64,95.81586876001887,0.8255465044718322,0.8255465044718322,129.57109497202168,128**2 * RBF(length_scale=0.762) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
40,65,90.99870959544364,95.75833938769112,95.75833938769112,4.47145891303558,128**2 * RBF(length_scale=0.762) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
41,66,64.29918271351211,13.44454063664139,13.44454063664139,127.15999769201615,127**2 * RBF(length_scale=0.76) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
42,67,55.10215022969636,8.065037682291916,8.065037682291916,126.29026894813651,125**2 * RBF(length_scale=0.758) + WhiteKernel(noise_level=10),296.35081017123304,Continuing
43,57,296.35081017123304,0.33075361962389466,0.33075361962389466,124.97487517964241,134**2 * RBF(length_scale=0.777) + WhiteKernel(noise_level=10),296.35081017123304,Max modulus reached
