Iteration,Experiment Index,Experiment Parameters,Suggested Parameters,Observed Instability Index,Min Instability Index in Dataset,Stopping Reason
10,97,"CsPbI: 0.44, FAPbI: 0.55, MAPbI: 0.01, Instability index: 206695.0","Based on the experimental data provided, I can see a trend where compositions with higher FAPbI content and lower MAPbI content tend to have lower instability indices, with the best stability observed when MAPbI is minimized or eliminated completely.

The most stable composition tested so far is CsPbI: 0.5, FAPbI: 0.5, MAPbI: 0.0 with an instability index of 239852, followed by CsPbI: 0.41, FAPbI: 0.58, MAPbI: 0.01 with an instability index of 252077.

For the next composition to test, I suggest:

CsPbI: 0.4, FAPbI: 0.6, MAPbI: 0.0

This composition continues to explore the promising region with:
1. No MAPbI (which appears to increase instability)
2. A slightly higher FAPbI content than the current best composition
3. A balanced CsPbI content that maintains the total at 1.0

This should help determine if further increasing the FAPbI ratio relative to CsPbI continues to improve stability beyond the current best composition.",206695,23707,Continuing
11,30,"CsPbI: 0.35, FAPbI: 0.65, MAPbI: 0.0, Instability index: 209698.0","Based on the experimental data provided, I can see a clear trend that compositions with higher FAPbI content and lower MAPbI content tend to have lower instability indices, which indicates better stability. The most stable composition tested so far is CsPbI: 0.44, FAPbI: 0.55, MAPbI: 0.01 with an instability index of 206,695.

To continue exploring this promising region of the composition space, I suggest testing:

CsPbI: 0.40, FAPbI: 0.60, MAPbI: 0.00

This composition:
1. Increases the FAPbI content slightly from the most stable composition
2. Reduces the CsPbI content slightly
3. Eliminates MAPbI completely, as the data suggests that lower MAPbI content correlates with better stability
4. Maintains the total composition sum at 1.00

This should help determine if further increasing the FAPbI ratio while decreasing CsPbI continues the trend of improved stability.",209698,23707,Continuing
12,31,"CsPbI: 0.35, FAPbI: 0.65, MAPbI: 0.0, Instability index: 316345.0","Based on the experimental data provided, I can see a clear trend that compositions with higher FAPbI content and lower MAPbI content tend to have lower instability indices, indicating better stability.

The most stable composition tested so far is:
CsPbI: 0.44, FAPbI: 0.55, MAPbI: 0.01 with an instability index of 206,695

Looking at the trend, I suggest testing the following composition:

CsPbI: 0.40, FAPbI: 0.60, MAPbI: 0.00

This recommendation is based on:
1. The data shows that compositions with very low or zero MAPbI perform better
2. The most stable compositions have CsPbI around 0.35-0.44 and FAPbI around 0.55-0.65
3. This composition is in a promising region that hasn't been precisely tested yet, but is near the most stable compositions observed",316345,23707,Continuing
13,91,"CsPbI: 0.59, FAPbI: 0.41, MAPbI: 0.0, Instability index: 225170.0","Based on the experimental data provided, I'll suggest the next composition to test for improved stability.

Looking at the data, I notice that:
1. The lowest instability indices (best stability) are found in compositions with:
   - Higher FAPbI content (around 0.55-0.65)
   - Moderate CsPbI content (around 0.35-0.44)
   - Very low or zero MAPbI content

2. The best result so far was: CsPbI: 0.44, FAPbI: 0.55, MAPbI: 0.01 with an instability index of 206695

3. Compositions with higher MAPbI content generally show worse stability.

For the next test, I suggest exploring the promising region with:

CsPbI: 0.40, FAPbI: 0.60, MAPbI: 0.00

This composition:
- Maintains the zero MAPbI content that appears beneficial for stability
- Explores a slightly different ratio in the promising CsPbI/FAPbI region
- Falls between several of the better-performing compositions already tested",225170,23707,Continuing
14,64,"CsPbI: 0.57, FAPbI: 0.43, MAPbI: 0.0, Instability index: 269180.0","Based on the experimental data provided, I can see a trend where compositions with higher FAPbI content and lower or zero MAPbI content tend to have lower instability indices, which indicates better stability.

The composition with the lowest instability index (206695) was:
CsPbI: 0.44, FAPbI: 0.55, MAPbI: 0.01

Looking at other promising compositions:
- CsPbI: 0.5, FAPbI: 0.5, MAPbI: 0.0 (239852)
- CsPbI: 0.35, FAPbI: 0.65, MAPbI: 0.0 (209698)
- CsPbI: 0.59, FAPbI: 0.41, MAPbI: 0.0 (225170)

For the next composition to test, I suggest:

CsPbI: 0.40, FAPbI: 0.60, MAPbI: 0.00

This composition:
1. Maintains the zero MAPbI content that appears beneficial for stability
2. Uses a CsPbI:FAPbI ratio that falls between the most successful previous compositions
3. Explores a slightly different point in the promising region of the composition space",269180,23707,Continuing
15,22,"CsPbI: 0.5, FAPbI: 0.0, MAPbI: 0.5, Instability index: 1182236.0","Based on the experimental data provided, I'll suggest the next composition to test for improved stability.

Looking at the data, I notice that:
1. The lowest instability indices are found in compositions with very low or zero MAPbI content
2. The best stability (lowest instability index of 206695) was achieved with CsPbI: 0.44, FAPbI: 0.55, MAPbI: 0.01
3. Several compositions with only CsPbI and FAPbI (no MAPbI) showed good stability
4. There appears to be a sweet spot with CsPbI around 0.4-0.6 and FAPbI around 0.4-0.6

For the next test, I suggest:

CsPbI: 0.45, FAPbI: 0.55, MAPbI: 0.00

This composition:
- Builds on the success of the best performing sample (CsPbI: 0.44, FAPbI: 0.55, MAPbI: 0.01)
- Completely eliminates MAPbI which appears to contribute to instability
- Maintains the promising ratio between CsPbI and FAPbI that has shown good results
- Slightly adjusts the CsPbI content to explore if a small increase from 0.44 to 0.45 might further improve stability",1182236,23707,Continuing
16,32,"CsPbI: 0.37, FAPbI: 0.63, MAPbI: 0.0, Instability index: 207474.0","Based on the experimental data provided, I can see a clear trend that compositions with higher FAPbI content and lower or zero MAPbI content tend to have lower instability indices, which indicates better stability.

The most stable composition tested so far is:
CsPbI: 0.44, FAPbI: 0.55, MAPbI: 0.01 with an instability index of 206,695

To continue exploring this promising region of the composition space, I suggest testing:

CsPbI: 0.40, FAPbI: 0.60, MAPbI: 0.00

This composition:
1. Maintains the high FAPbI content that appears beneficial for stability
2. Keeps a moderate amount of CsPbI which seems to work well in combination with FAPbI
3. Eliminates MAPbI completely, as the data suggests compositions with low or no MAPbI perform better
4. Explores a slightly different ratio in the promising CsPbI/FAPbI region to help determine the optimal balance",207474,23707,Continuing
17,35,"CsPbI: 0.63, FAPbI: 0.37, MAPbI: 0.0, Instability index: 302631.0","Based on the experimental data provided, I can see a clear trend that compositions with higher FAPbI content and lower or zero MAPbI content tend to have lower instability indices, which indicates better stability.

The most stable composition tested so far appears to be:
CsPbI: 0.44, FAPbI: 0.55, MAPbI: 0.01 with an instability index of 206695

Another very stable composition was:
CsPbI: 0.37, FAPbI: 0.63, MAPbI: 0.0 with an instability index of 207474

To continue exploring this promising region of the composition space, I suggest testing:

CsPbI: 0.40, FAPbI: 0.60, MAPbI: 0.00

This composition:
1. Maintains the zero MAPbI content that appears beneficial for stability
2. Keeps the CsPbI:FAPbI ratio in the range that has shown good results (around 2:3)
3. Represents a slight variation from previous successful compositions to help map the optimal region more precisely",302631,23707,Continuing
18,34,"CsPbI: 0.63, FAPbI: 0.37, MAPbI: 0.0, Instability index: 287734.0","Based on the experimental data provided, I can see a clear trend that compositions with higher FAPbI content and lower or zero MAPbI content tend to have lower instability indices, which indicates better stability.

The most stable composition tested so far appears to be:
CsPbI: 0.44, FAPbI: 0.55, MAPbI: 0.01 with an instability index of 206695

Another very stable composition was:
CsPbI: 0.37, FAPbI: 0.63, MAPbI: 0.0 with an instability index of 207474

Based on these trends, I suggest testing the following composition:

CsPbI: 0.40, FAPbI: 0.60, MAPbI: 0.00

This composition:
1. Maintains the zero MAPbI content that appears beneficial for stability
2. Keeps the FAPbI content high (around 60%) which seems optimal
3. Balances with an appropriate amount of CsPbI (40%)
4. Falls between the two most stable compositions observed so far

This should allow us to further refine our understanding of the optimal CsPbI:FAPbI ratio for maximum stability.",287734,23707,Continuing
19,33,"CsPbI: 0.39, FAPbI: 0.61, MAPbI: 0.0, Instability index: 132665.0","Based on the experimental data provided, I can see a clear trend that compositions with higher FAPbI content and lower or zero MAPbI content tend to have lower instability indices, which indicates better stability.

The composition with the lowest instability index (206695) was:
CsPbI: 0.44, FAPbI: 0.55, MAPbI: 0.01

Other compositions with good stability (low instability indices) include:
- CsPbI: 0.37, FAPbI: 0.63, MAPbI: 0.0 (207474)
- CsPbI: 0.35, FAPbI: 0.65, MAPbI: 0.0 (209698)
- CsPbI: 0.59, FAPbI: 0.41, MAPbI: 0.0 (225170)
- CsPbI: 0.5, FAPbI: 0.5, MAPbI: 0.0 (239852)

For the next composition to test, I suggest:

CsPbI: 0.40, FAPbI: 0.60, MAPbI: 0.00

This composition follows the trend of successful formulations with a balance of CsPbI and FAPbI while avoiding MAPbI, which appears to increase instability. It's in a promising region between the best-performing compositions we've seen so far.",132665,23707,Continuing
20,88,"CsPbI: 0.34, FAPbI: 0.66, MAPbI: 0.0, Instability index: 132641.0","Based on the experimental data provided, I'll suggest the next composition to test for improved stability.

Looking at the data, I notice that:
1. The lowest instability index (132,665) was achieved with CsPbI: 0.39, FAPbI: 0.61, MAPbI: 0.0
2. Compositions with no MAPbI generally show better stability
3. There appears to be an optimal ratio between CsPbI and FAPbI

To further explore this promising region, I suggest testing:

**CsPbI: 0.40, FAPbI: 0.60, MAPbI: 0.00**

This composition is a slight adjustment from the best performing sample, allowing us to determine if we're approaching an optimal ratio between CsPbI and FAPbI while maintaining the absence of MAPbI which appears beneficial for stability.",132641,23707,Continuing
21,96,"CsPbI: 0.32, FAPbI: 0.67, MAPbI: 0.01, Instability index: 383479.0","Based on the experimental data provided, I can see a clear trend that compositions with higher FAPbI content and no MAPbI tend to have lower instability indices, indicating better stability. The most stable compositions observed so far are:

1. CsPbI: 0.34, FAPbI: 0.66, MAPbI: 0.0 (Instability index: 132641)
2. CsPbI: 0.39, FAPbI: 0.61, MAPbI: 0.0 (Instability index: 132665)

These results suggest that a composition with approximately 1/3 CsPbI and 2/3 FAPbI, with no MAPbI, yields the best stability. To further explore this promising region, I recommend testing:

CsPbI: 0.33, FAPbI: 0.67, MAPbI: 0.00

This composition slightly increases the FAPbI content compared to the most stable composition found so far, while maintaining the absence of MAPbI which appears to negatively impact stability in most cases.",383479,23707,Continuing
22,40,"CsPbI: 0.34, FAPbI: 0.64, MAPbI: 0.02, Instability index: 343647.0","Based on the experimental data provided, I can see a clear trend that compositions with higher FAPbI content and lower MAPbI content tend to have lower instability indices, indicating better stability. The most stable compositions observed so far are:

1. CsPbI: 0.34, FAPbI: 0.66, MAPbI: 0.0 (Instability index: 132641)
2. CsPbI: 0.39, FAPbI: 0.61, MAPbI: 0.0 (Instability index: 132665)

For the next composition to test, I suggest:

CsPbI: 0.33, FAPbI: 0.67, MAPbI: 0.0

This composition follows the trend of the most stable samples by:
1. Maintaining zero MAPbI content (which appears beneficial for stability)
2. Slightly increasing the FAPbI content from the current best result
3. Correspondingly decreasing the CsPbI content to maintain the sum at 1.0

This composition is within the specified component ranges and continues to explore the promising region where the lowest instability indices have been observed.",343647,23707,Continuing
23,89,"CsPbI: 0.38, FAPbI: 0.62, MAPbI: 0.0, Instability index: 120257.0","Based on the experimental data provided, I notice that compositions with higher FAPbI content and lower MAPbI content tend to have lower instability indices, indicating better stability. The most stable compositions observed so far are:

1. CsPbI: 0.34, FAPbI: 0.66, MAPbI: 0.00 (Instability index: 132641)
2. CsPbI: 0.39, FAPbI: 0.61, MAPbI: 0.00 (Instability index: 132665)

To continue exploring this promising region with potentially even better stability, I suggest testing:

Parameters: CsPbI: 0.35, FAPbI: 0.65, MAPbI: 0.00

This composition is within the range where we've seen good stability results, and it's slightly different from previous tests to help us further refine the optimal composition in this promising region.",120257,23707,Continuing
24,68,"CsPbI: 0.37, FAPbI: 0.62, MAPbI: 0.01, Instability index: 180293.0","Based on the experimental data provided, I can see a clear trend that compositions with higher FAPbI content and lower MAPbI content tend to have lower instability indices, indicating better stability.

The most stable composition tested so far is:
CsPbI: 0.38, FAPbI: 0.62, MAPbI: 0.0 with an instability index of 120257

Looking at the data points with the lowest instability indices:
1. CsPbI: 0.38, FAPbI: 0.62, MAPbI: 0.0 (120257)
2. CsPbI: 0.34, FAPbI: 0.66, MAPbI: 0.0 (132641)
3. CsPbI: 0.39, FAPbI: 0.61, MAPbI: 0.0 (132665)

For the next composition to test, I suggest:
CsPbI: 0.36, FAPbI: 0.64, MAPbI: 0.0

This composition falls within the range of the most stable compositions observed so far, with a slight adjustment to explore the optimal ratio between CsPbI and FAPbI while maintaining zero MAPbI content, which appears to be beneficial for stability.",180293,23707,Continuing
25,133,"CsPbI: 0.26, FAPbI: 0.38, MAPbI: 0.36, Instability index: 541686.0","Based on the experimental data provided, I can see a clear trend that compositions with higher FAPbI content and lower MAPbI content tend to have lower instability indices, which is desirable. The most stable composition tested so far is:

CsPbI: 0.38, FAPbI: 0.62, MAPbI: 0.0 with an instability index of 120257

Looking at the data points with the lowest instability indices:
1. CsPbI: 0.38, FAPbI: 0.62, MAPbI: 0.0 (120257)
2. CsPbI: 0.34, FAPbI: 0.66, MAPbI: 0.0 (132641)
3. CsPbI: 0.39, FAPbI: 0.61, MAPbI: 0.0 (132665)

I suggest testing the following composition to further explore this promising region:

CsPbI: 0.36, FAPbI: 0.64, MAPbI: 0.0

This composition falls between the two most stable compositions we've seen so far, maintaining the zero MAPbI content which appears beneficial for stability. It allows us to further refine the optimal ratio between CsPbI and FAPbI in the region where we've observed the best stability.",541686,23707,Continuing
26,36,"CsPbI: 0.3, FAPbI: 0.69, MAPbI: 0.01, Instability index: 190636.0","Based on the experimental data provided, I'll suggest the next composition to test for improved stability.

Looking at the data, I notice that the lowest instability indices (indicating better stability) are found in compositions with:
1. A combination of CsPbI and FAPbI with little to no MAPbI
2. The best result was CsPbI: 0.38, FAPbI: 0.62, MAPbI: 0.0 with an instability index of 120257

To continue exploring this promising region, I suggest testing:

**CsPbI: 0.40, FAPbI: 0.60, MAPbI: 0.00**

This composition:
- Continues to explore the optimal ratio between CsPbI and FAPbI
- Maintains the absence of MAPbI which appears to contribute to instability
- Slightly increases the CsPbI content compared to the best result so far to determine if the optimal point might be at a slightly higher CsPbI concentration",190636,23707,Continuing
27,132,"CsPbI: 0.26, FAPbI: 0.38, MAPbI: 0.36, Instability index: 503950.0","Based on the experimental data provided, I can see a clear trend that compositions with higher FAPbI content and lower MAPbI content tend to have lower instability indices, which indicates better stability. The most stable compositions have been those with approximately:
- CsPbI around 0.35-0.40
- FAPbI around 0.60-0.65
- MAPbI at or very close to 0

The lowest instability index observed was 120257 with the composition:
CsPbI: 0.38, FAPbI: 0.62, MAPbI: 0.0

To further explore this promising region, I suggest testing:

CsPbI: 0.36, FAPbI: 0.64, MAPbI: 0.0

This composition is within the most stable region identified so far, slightly adjusting the CsPbI:FAPbI ratio to explore if we can find an even more optimal balance between these two components while maintaining zero MAPbI content, which appears to contribute to instability.",503950,23707,Continuing
28,77,"CsPbI: 0.66, FAPbI: 0.24, MAPbI: 0.1, Instability index: 476197.0","Based on the experimental data provided, I'll suggest the next perovskite composition to test for improved stability.

Looking at the data, I notice that compositions with:
- Higher FAPbI content (around 0.6-0.7)
- Moderate CsPbI content (around 0.3-0.4)
- Very low or zero MAPbI content

tend to have the lowest instability indices, with the best results being:
- CsPbI: 0.38, FAPbI: 0.62, MAPbI: 0.0 (instability: 120257)
- CsPbI: 0.34, FAPbI: 0.66, MAPbI: 0.0 (instability: 132641)
- CsPbI: 0.39, FAPbI: 0.61, MAPbI: 0.0 (instability: 132665)

For the next composition to test, I suggest:

CsPbI: 0.36, FAPbI: 0.64, MAPbI: 0.0

This composition:
1. Stays within the optimal range of CsPbI (0.34-0.39) and FAPbI (0.61-0.66)
2. Maintains zero MAPbI content, which appears beneficial for stability
3. Explores a slightly different ratio within the promising region to help refine the optimal composition",476197,23707,Continuing
29,134,"CsPbI: 0.26, FAPbI: 0.38, MAPbI: 0.36, Instability index: 593083.0","Based on the experimental data provided, I'll suggest a new perovskite composition to test that might have improved stability (lower instability index).

Looking at the data, I notice that:
1. Compositions with high FAPbI and low/zero MAPbI tend to have lower instability indices
2. The lowest instability index (120257) was achieved with CsPbI: 0.38, FAPbI: 0.62, MAPbI: 0.0
3. Similar compositions around this region also performed well

For the next test, I suggest:

CsPbI: 0.36, FAPbI: 0.64, MAPbI: 0.0

This composition is in the neighborhood of several successful formulations but hasn't been tested yet. It maintains the zero MAPbI content that appears beneficial for stability while slightly adjusting the CsPbI/FAPbI ratio to explore whether we can further optimize the stability in this promising region.",593083,23707,Continuing
30,21,"CsPbI: 0.5, FAPbI: 0.0, MAPbI: 0.5, Instability index: 1167261.0","Based on the experimental data provided, I'll suggest the next composition to test for improved stability.

Looking at the data, I notice that the lowest instability indices (where lower is better) are found in compositions with:
1. CsPbI around 0.38
2. FAPbI around 0.62
3. Very low or zero MAPbI content

The best result so far appears to be:
Parameters: CsPbI: 0.38, FAPbI: 0.62, MAPbI: 0.0, Instability index: 120257.0

To continue exploring this promising region, I suggest testing:

Parameters: CsPbI: 0.40, FAPbI: 0.60, MAPbI: 0.0

This composition:
- Slightly increases the CsPbI content from the best result
- Maintains the zero MAPbI content that appears beneficial for stability
- Stays within the region that has shown the lowest instability indices
- Follows the trend of compositions with approximately 40% CsPbI and 60% FAPbI showing good stability",1167261,23707,Continuing
31,106,"CsPbI: 0.3, FAPbI: 0.39, MAPbI: 0.32, Instability index: 437082.0","Based on the experimental data provided, I'll suggest the next composition to test for improved stability.

Looking at the data, I notice that the lowest instability indices (indicating better stability) are found in compositions with:
1. CsPbI around 0.38-0.39
2. FAPbI around 0.61-0.62
3. Very low or zero MAPbI content

The most stable composition reported was:
CsPbI: 0.38, FAPbI: 0.62, MAPbI: 0.0 with an instability index of 120257

To further explore this promising region, I suggest testing:

CsPbI: 0.40, FAPbI: 0.60, MAPbI: 0.00

This composition slightly increases the CsPbI content while maintaining the zero MAPbI that appears beneficial for stability. It explores a small step from the most stable composition found so far to help determine if we're at an optimal point or if further improvements are possible.",437082,23707,Continuing
32,17,"CsPbI: 0.0, FAPbI: 0.5, MAPbI: 0.5, Instability index: 1103450.0","Based on the experimental data provided, I can see a clear trend that compositions with higher FAPbI content and lower MAPbI content tend to have lower instability indices, which indicates better stability.

The most stable composition reported so far is:
CsPbI: 0.38, FAPbI: 0.62, MAPbI: 0.0 with an instability index of 120257

Looking at the data patterns:
1. Compositions with MAPbI = 0 or very low values (≤0.02) generally perform better
2. The optimal CsPbI content appears to be around 0.35-0.40
3. The optimal FAPbI content appears to be around 0.60-0.65

For the next composition to test, I suggest:

CsPbI: 0.36, FAPbI: 0.64, MAPbI: 0.00

This composition is in the neighborhood of the most stable compositions observed so far, but slightly adjusts the CsPbI:FAPbI ratio to explore whether we can further optimize stability in this promising region of the composition space.",1103450,23707,Continuing
33,12,"CsPbI: 0.25, FAPbI: 0.5, MAPbI: 0.25, Instability index: 602576.0","Based on the experimental data provided, I can see a clear trend that compositions with higher FAPbI content and lower MAPbI content tend to have lower instability indices, which indicates better stability.

The most stable composition reported so far is:
CsPbI: 0.38, FAPbI: 0.62, MAPbI: 0.0 with an instability index of 120257

Looking at the data patterns:
1. Compositions with MAPbI = 0 or very low values (≤0.02) generally perform better
2. The best stability appears in compositions with CsPbI around 0.30-0.40 and FAPbI around 0.60-0.70
3. The optimal ratio seems to be approaching CsPbI ≈ 0.38 and FAPbI ≈ 0.62

For the next composition to test, I suggest:
CsPbI: 0.36, FAPbI: 0.64, MAPbI: 0.0

This composition is within the most promising region identified from your data, slightly adjusting from the current best composition to further explore the optimal CsPbI:FAPbI ratio while maintaining zero MAPbI content.",602576,23707,Continuing
34,109,"CsPbI: 0.24, FAPbI: 0.37, MAPbI: 0.39, Instability index: 452558.0","Based on the experimental data provided, I'll suggest the next composition to test for improved stability.

Looking at the data, I notice that the lowest instability indices (indicating better stability) are found in compositions with:
1. CsPbI around 0.38-0.39
2. FAPbI around 0.61-0.62
3. Very low or zero MAPbI content

The most stable composition reported was:
- CsPbI: 0.38, FAPbI: 0.62, MAPbI: 0.0 with an instability index of 120257

To further explore this promising region, I suggest testing:

**CsPbI: 0.40, FAPbI: 0.60, MAPbI: 0.00**

This composition slightly increases the CsPbI content while maintaining the zero MAPbI that appears beneficial for stability, staying within the region that has shown the best results so far.",452558,23707,Continuing
35,37,"CsPbI: 0.3, FAPbI: 0.69, MAPbI: 0.01, Instability index: 342685.0","Based on the experimental data provided, I'll suggest the next composition to test for improved stability.

Looking at the data, I notice that the lowest instability indices (indicating better stability) are found in compositions with:
1. CsPbI around 0.38-0.39
2. FAPbI around 0.61-0.62
3. Very low or zero MAPbI content

The most stable composition reported was:
CsPbI: 0.38, FAPbI: 0.62, MAPbI: 0.0 with an instability index of 120257

To continue exploring this promising region with slight variations, I suggest testing:

CsPbI: 0.40, FAPbI: 0.60, MAPbI: 0.00

This composition maintains the zero MAPbI content (which appears beneficial for stability) while slightly adjusting the CsPbI/FAPbI ratio to explore whether increasing the CsPbI content a bit more might further improve stability.",342685,23707,Continuing
